weekstatus,day_of_week,load_type,lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2_,lagging_current_power_factor,leading_current_power_factor,nsm,usage_kwh
Weekday,Monday,Medium_Load,5.04,1.26,0.01,98.35,99.89,64800,27.36
Weekday,Monday,Medium_Load,21.89,0.0,0.02,85.18,100.0,65700,35.6
Weekday,Monday,Medium_Load,29.77,0.0,0.02,81.89,100.0,66600,42.48
Weekday,Monday,Medium_Load,32.94,0.0,0.02,84.75,100.0,67500,52.6
Weekday,Monday,Medium_Load,30.96,0.0,0.02,85.5,100.0,68400,51.05
Weekday,Monday,Medium_Load,32.22,0.0,0.02,85.97,100.0,69300,54.22
Weekday,Monday,Medium_Load,30.56,0.0,0.02,85.85,100.0,70200,51.16
Weekday,Monday,Medium_Load,32.18,0.0,0.02,86.02,100.0,71100,54.29
Weekday,Monday,Medium_Load,35.96,0.0,0.03,84.04,100.0,72000,55.76
Weekday,Monday,Medium_Load,25.6,0.0,0.02,86.5,100.0,72900,44.14
Weekday,Monday,Medium_Load,27.76,0.0,0.02,86.7,100.0,73800,48.31
Weekday,Monday,Medium_Load,35.68,0.04,0.02,83.35,100.0,74700,53.82
Weekday,Monday,Medium_Load,0.29,11.02,0.01,99.97,74.43,75600,12.28
Weekday,Monday,Medium_Load,0.0,15.52,0.0,100.0,34.79,76500,5.76
Weekday,Monday,Medium_Load,0.0,16.99,0.0,100.0,23.3,77400,4.07
Weekday,Monday,Medium_Load,0.0,16.96,0.0,100.0,22.52,78300,3.92
Weekday,Monday,Medium_Load,0.0,16.02,0.0,100.0,23.6,79200,3.89
Weekday,Monday,Medium_Load,7.38,0.11,0.0,44.53,99.96,80100,3.67
Weekday,Monday,Medium_Load,7.24,0.0,0.0,44.92,100.0,81000,3.64
Weekday,Monday,Medium_Load,6.88,0.0,0.0,46.36,100.0,81900,3.6
Weekday,Monday,Medium_Load,7.27,0.0,0.0,44.38,100.0,82800,3.6
Weekday,Monday,Light_Load,7.52,0.0,0.0,48.85,100.0,83700,4.21
Weekday,Monday,Light_Load,7.34,0.0,0.0,53.19,100.0,84600,4.61
Weekday,Monday,Light_Load,7.27,0.0,0.0,43.28,100.0,85500,3.49
Weekday,Monday,Light_Load,7.13,0.0,0.0,44.37,100.0,0,3.53
Weekday,Tuesday,Light_Load,7.34,0.0,0.0,43.64,100.0,900,3.56
Weekday,Tuesday,Light_Load,7.2,0.0,0.0,44.02,100.0,1800,3.53
Weekday,Tuesday,Light_Load,6.19,0.0,0.0,47.15,100.0,2700,3.31
Weekday,Tuesday,Light_Load,5.44,0.0,0.0,47.67,100.0,3600,2.95
Weekday,Tuesday,Light_Load,5.47,0.0,0.0,47.47,100.0,4500,2.95
Weekday,Tuesday,Light_Load,5.44,0.0,0.0,47.67,100.0,5400,2.95
Weekday,Tuesday,Light_Load,5.26,0.0,0.0,48.92,100.0,6300,2.95
Weekday,Tuesday,Light_Load,5.26,0.0,0.0,49.42,100.0,7200,2.99
Weekday,Tuesday,Light_Load,5.44,0.0,0.0,47.67,100.0,8100,2.95
Weekday,Tuesday,Light_Load,5.4,0.0,0.0,47.94,100.0,9000,2.95
Weekday,Tuesday,Light_Load,5.54,0.0,0.0,47.0,100.0,9900,2.95
Weekday,Tuesday,Light_Load,5.58,0.0,0.0,46.74,100.0,10800,2.95
Weekday,Tuesday,Light_Load,5.47,0.0,0.0,47.47,100.0,11700,2.95
Weekday,Tuesday,Light_Load,5.44,0.0,0.0,48.17,100.0,12600,2.99
Weekday,Tuesday,Light_Load,5.69,0.0,0.0,46.52,100.0,13500,2.99
Weekday,Tuesday,Light_Load,5.72,0.0,0.0,46.33,100.0,14400,2.99
Weekday,Tuesday,Light_Load,7.56,0.0,0.0,42.99,100.0,15300,3.6
Weekday,Tuesday,Light_Load,5.8,0.0,0.0,46.66,100.0,16200,3.06
Weekday,Tuesday,Light_Load,5.72,0.0,0.0,51.76,100.0,17100,3.46
Weekday,Tuesday,Light_Load,5.51,0.0,0.0,47.7,100.0,18000,2.99
Weekday,Tuesday,Light_Load,5.69,0.0,0.0,46.52,100.0,18900,2.99
Weekday,Tuesday,Light_Load,5.47,0.0,0.0,47.47,100.0,19800,2.95
Weekday,Tuesday,Light_Load,5.36,0.0,0.0,46.82,100.0,20700,2.84
Weekday,Tuesday,Light_Load,5.36,0.0,0.0,46.82,100.0,21600,2.84
Weekday,Tuesday,Light_Load,5.44,0.0,0.0,46.79,100.0,22500,2.88
Weekday,Tuesday,Light_Load,5.47,0.0,0.0,47.47,100.0,23400,2.95
Weekday,Tuesday,Light_Load,5.36,0.0,0.0,47.33,100.0,24300,2.88
Weekday,Tuesday,Light_Load,5.22,0.0,0.0,47.79,100.0,25200,2.84
Weekday,Tuesday,Light_Load,5.18,0.0,0.0,48.59,100.0,26100,2.88
Weekday,Tuesday,Light_Load,5.26,0.0,0.0,48.92,100.0,27000,2.95
Weekday,Tuesday,Light_Load,7.34,0.0,0.0,52.6,100.0,27900,4.54
Weekday,Tuesday,Light_Load,6.91,0.0,0.0,57.84,100.0,28800,4.9
Weekday,Tuesday,Light_Load,36.68,0.0,0.02,69.5,100.0,29700,35.46
Weekday,Tuesday,Light_Load,51.73,0.0,0.02,70.61,100.0,30600,51.59
Weekday,Tuesday,Light_Load,50.94,0.0,0.03,73.9,100.0,31500,55.87
Weekday,Tuesday,Light_Load,30.38,0.0,0.02,87.08,100.0,32400,53.82
Weekday,Tuesday,Medium_Load,22.68,0.0,0.02,90.5,100.0,33300,48.24
Weekday,Tuesday,Medium_Load,37.69,0.0,0.03,84.71,100.0,34200,60.08
Weekday,Tuesday,Medium_Load,33.98,0.0,0.03,87.43,100.0,35100,61.2
Weekday,Tuesday,Medium_Load,34.2,0.0,0.03,86.81,100.0,36000,59.8
Weekday,Tuesday,Maximum_Load,34.88,0.0,0.03,86.18,100.0,36900,59.26
Weekday,Tuesday,Maximum_Load,27.9,0.0,0.02,88.82,100.0,37800,53.93
Weekday,Tuesday,Maximum_Load,23.29,0.0,0.02,90.57,100.0,38700,49.75
Weekday,Tuesday,Maximum_Load,25.99,0.0,0.02,87.55,100.0,39600,47.09
Weekday,Tuesday,Maximum_Load,32.51,0.0,0.03,88.1,100.0,40500,60.55
Weekday,Tuesday,Maximum_Load,34.63,0.0,0.03,87.32,100.0,41400,62.06
Weekday,Tuesday,Maximum_Load,36.61,0.0,0.03,86.35,100.0,42300,62.68
Weekday,Tuesday,Maximum_Load,32.26,0.0,0.02,81.68,100.0,43200,45.68
Weekday,Tuesday,Medium_Load,0.76,2.52,0.01,99.96,99.52,44100,25.6
Weekday,Tuesday,Medium_Load,0.36,7.74,0.01,99.96,84.95,45000,12.46
Weekday,Tuesday,Medium_Load,0.0,14.58,0.0,100.0,26.89,45900,4.07
Weekday,Tuesday,Medium_Load,0.0,11.16,0.0,100.0,32.91,46800,3.89
Weekday,Tuesday,Maximum_Load,16.49,2.59,0.02,92.18,99.78,47700,39.2
Weekday,Tuesday,Maximum_Load,32.4,0.0,0.02,85.57,100.0,48600,53.57
Weekday,Tuesday,Maximum_Load,34.92,0.0,0.03,86.6,100.0,49500,60.48
Weekday,Tuesday,Maximum_Load,37.91,0.0,0.03,86.28,100.0,50400,64.69
Weekday,Tuesday,Maximum_Load,34.6,0.0,0.03,87.62,100.0,51300,62.89
Weekday,Tuesday,Maximum_Load,30.17,0.0,0.03,88.49,100.0,52200,57.31
Weekday,Tuesday,Maximum_Load,26.82,0.0,0.02,89.6,100.0,53100,54.11
Weekday,Tuesday,Maximum_Load,32.72,0.0,0.03,87.13,100.0,54000,58.1
Weekday,Tuesday,Maximum_Load,21.46,0.0,0.02,89.32,100.0,54900,42.62
Weekday,Tuesday,Maximum_Load,26.93,0.0,0.02,87.38,100.0,55800,48.38
Weekday,Tuesday,Maximum_Load,34.24,0.0,0.03,86.93,100.0,56700,60.23
Weekday,Tuesday,Maximum_Load,24.48,0.0,0.02,88.73,100.0,57600,47.09
Weekday,Tuesday,Maximum_Load,19.94,0.0,0.02,89.96,100.0,58500,41.08
Weekday,Tuesday,Maximum_Load,31.36,0.0,0.03,87.02,100.0,59400,55.4
Weekday,Tuesday,Maximum_Load,31.1,0.0,0.02,85.43,100.0,60300,51.12
Weekday,Tuesday,Maximum_Load,27.65,0.0,0.02,86.95,100.0,61200,48.67
Weekday,Tuesday,Medium_Load,19.94,0.0,0.02,90.73,100.0,62100,43.02
Weekday,Tuesday,Medium_Load,32.47,0.0,0.02,85.7,100.0,63000,54.0
Weekday,Tuesday,Medium_Load,2.34,0.86,0.01,99.74,99.96,63900,32.22
Weekday,Tuesday,Medium_Load,6.41,0.47,0.01,97.96,99.99,64800,31.28
Weekday,Tuesday,Medium_Load,18.65,0.0,0.02,89.42,100.0,65700,37.26
Weekday,Tuesday,Medium_Load,42.77,0.0,0.03,79.33,100.0,66600,55.73
Weekday,Tuesday,Medium_Load,30.31,0.0,0.02,84.88,100.0,67500,48.67
Weekday,Tuesday,Medium_Load,23.47,0.0,0.02,87.3,100.0,68400,42.01
Weekday,Tuesday,Medium_Load,29.34,0.0,0.02,85.18,100.0,69300,47.7
Weekday,Tuesday,Medium_Load,26.5,0.0,0.02,86.5,100.0,70200,45.68
Weekday,Tuesday,Medium_Load,22.54,0.0,0.02,90.91,100.0,71100,49.18
Weekday,Tuesday,Medium_Load,39.49,0.0,0.03,85.93,100.0,72000,66.35
Weekday,Tuesday,Medium_Load,14.0,0.0,0.02,94.62,100.0,72900,40.93
Weekday,Tuesday,Medium_Load,14.98,0.0,0.02,94.61,100.0,73800,43.78
Weekday,Tuesday,Medium_Load,15.84,0.0,0.02,93.41,100.0,74700,41.44
Weekday,Tuesday,Medium_Load,17.24,0.22,0.02,92.63,100.0,75600,42.37
Weekday,Tuesday,Medium_Load,1.51,2.02,0.01,99.85,99.73,76500,27.29
Weekday,Tuesday,Medium_Load,0.0,16.78,0.0,100.0,27.82,77400,4.86
Weekday,Tuesday,Medium_Load,0.0,17.28,0.0,100.0,20.78,78300,3.67
Weekday,Tuesday,Medium_Load,0.0,16.49,0.0,100.0,21.33,79200,3.6
Weekday,Tuesday,Medium_Load,6.23,0.07,0.0,46.92,99.98,80100,3.31
Weekday,Tuesday,Medium_Load,6.73,0.0,0.0,44.88,100.0,81000,3.38
Weekday,Tuesday,Medium_Load,7.34,0.0,0.0,41.52,100.0,81900,3.35
Weekday,Tuesday,Medium_Load,8.17,0.0,0.0,47.92,100.0,82800,4.46
Weekday,Tuesday,Light_Load,6.98,0.0,0.0,49.35,100.0,83700,3.96
Weekday,Tuesday,Light_Load,5.76,0.0,0.0,48.56,100.0,84600,3.2
Weekday,Tuesday,Light_Load,5.98,0.0,0.0,47.18,100.0,85500,3.2
Weekday,Tuesday,Light_Load,6.62,0.0,0.0,43.52,100.0,0,3.2
Weekday,Wednesday,Light_Load,5.76,0.0,0.0,45.22,100.0,900,2.92
Weekday,Wednesday,Light_Load,5.26,0.0,0.0,46.2,100.0,1800,2.74
Weekday,Wednesday,Light_Load,5.18,0.0,0.0,45.68,100.0,2700,2.66
Weekday,Wednesday,Light_Load,5.08,0.0,0.0,46.39,100.0,3600,2.66
Weekday,Wednesday,Light_Load,5.18,0.0,0.0,46.22,100.0,4500,2.7
Weekday,Wednesday,Light_Load,5.11,0.0,0.0,46.17,100.0,5400,2.66
Weekday,Wednesday,Light_Load,5.18,0.0,0.0,46.76,100.0,6300,2.74
Weekday,Wednesday,Light_Load,5.15,0.0,0.0,47.37,100.0,7200,2.77
Weekday,Wednesday,Light_Load,5.36,0.0,0.0,45.52,100.0,8100,2.74
Weekday,Wednesday,Light_Load,5.26,0.0,0.0,46.6,100.0,9000,2.77
Weekday,Wednesday,Light_Load,5.11,0.0,0.0,47.26,100.0,9900,2.74
Weekday,Wednesday,Light_Load,5.15,0.0,0.0,46.97,100.0,10800,2.74
Weekday,Wednesday,Light_Load,5.08,0.0,0.0,48.4,100.0,11700,2.81
Weekday,Wednesday,Light_Load,5.22,0.0,0.0,46.87,100.0,12600,2.77
Weekday,Wednesday,Light_Load,5.22,0.0,0.0,46.48,100.0,13500,2.74
Weekday,Wednesday,Light_Load,6.8,0.0,0.0,48.98,100.0,14400,3.82
Weekday,Wednesday,Light_Load,7.02,0.0,0.0,48.47,100.0,15300,3.89
Weekday,Wednesday,Light_Load,5.04,0.0,0.0,47.22,100.0,16200,2.7
Weekday,Wednesday,Light_Load,5.04,0.0,0.0,48.17,100.0,17100,2.77
Weekday,Wednesday,Light_Load,5.15,0.0,0.0,46.97,100.0,18000,2.74
Weekday,Wednesday,Light_Load,5.33,0.0,0.0,46.64,100.0,18900,2.81
Weekday,Wednesday,Light_Load,5.15,0.0,0.0,46.97,100.0,19800,2.74
Weekday,Wednesday,Light_Load,5.26,0.0,0.0,45.67,100.0,20700,2.7
Weekday,Wednesday,Light_Load,5.26,0.0,0.0,45.67,100.0,21600,2.7
Weekday,Wednesday,Light_Load,5.04,0.0,0.0,47.76,100.0,22500,2.74
Weekday,Wednesday,Light_Load,4.9,0.0,0.0,47.71,100.0,23400,2.66
Weekday,Wednesday,Light_Load,5.0,0.0,0.0,46.97,100.0,24300,2.66
Weekday,Wednesday,Light_Load,5.04,0.0,0.0,46.68,100.0,25200,2.66
Weekday,Wednesday,Light_Load,4.9,0.0,0.0,47.71,100.0,26100,2.66
Weekday,Wednesday,Light_Load,5.0,0.0,0.0,50.43,100.0,27000,2.92
Weekday,Wednesday,Light_Load,6.05,0.0,0.0,60.61,100.0,27900,4.61
Weekday,Wednesday,Light_Load,6.23,0.0,0.0,61.82,100.0,28800,4.9
Weekday,Wednesday,Light_Load,23.15,0.0,0.01,73.97,100.0,29700,25.45
Weekday,Wednesday,Light_Load,54.07,0.0,0.03,74.88,100.0,30600,61.09
Weekday,Wednesday,Light_Load,24.73,0.0,0.02,81.66,100.0,31500,34.99
Weekday,Wednesday,Light_Load,9.54,0.0,0.02,96.88,100.0,32400,37.3
Weekday,Wednesday,Medium_Load,27.97,0.0,0.03,89.02,100.0,33300,54.65
Weekday,Wednesday,Medium_Load,30.28,0.0,0.03,87.61,100.0,34200,55.01
Weekday,Wednesday,Medium_Load,10.15,0.0,0.02,96.57,100.0,35100,37.76
Weekday,Wednesday,Medium_Load,8.71,0.0,0.02,97.3,100.0,36000,36.72
Weekday,Wednesday,Maximum_Load,10.22,0.0,0.02,96.43,100.0,36900,37.22
Weekday,Wednesday,Maximum_Load,10.19,0.0,0.02,96.86,100.0,37800,39.67
Weekday,Wednesday,Maximum_Load,14.22,0.0,0.02,94.96,100.0,38700,43.09
Weekday,Wednesday,Maximum_Load,14.8,0.0,0.02,94.63,100.0,39600,43.34
Weekday,Wednesday,Maximum_Load,17.14,0.0,0.02,93.65,100.0,40500,45.76
Weekday,Wednesday,Maximum_Load,14.72,0.0,0.02,93.92,100.0,41400,40.25
Weekday,Wednesday,Maximum_Load,22.82,0.0,0.02,90.33,100.0,42300,48.06
Weekday,Wednesday,Maximum_Load,20.74,0.4,0.02,88.08,99.99,43200,38.59
Weekday,Wednesday,Medium_Load,0.0,17.46,0.0,100.0,29.35,44100,5.36
Weekday,Wednesday,Medium_Load,0.0,17.24,0.0,100.0,27.7,45000,4.97
Weekday,Wednesday,Medium_Load,0.0,16.52,0.0,100.0,26.06,45900,4.46
Weekday,Wednesday,Medium_Load,0.0,16.88,0.0,100.0,27.88,46800,4.9
Weekday,Wednesday,Maximum_Load,8.71,5.04,0.01,96.21,98.68,47700,30.74
Weekday,Wednesday,Maximum_Load,13.03,0.0,0.02,95.42,100.0,48600,41.58
Weekday,Wednesday,Maximum_Load,14.11,0.0,0.02,95.07,100.0,49500,43.27
Weekday,Wednesday,Maximum_Load,14.76,0.0,0.02,94.83,100.0,50400,44.1
Weekday,Wednesday,Maximum_Load,12.92,0.0,0.02,95.71,100.0,51300,42.7
Weekday,Wednesday,Maximum_Load,13.61,0.0,0.02,94.34,100.0,52200,38.7
Weekday,Wednesday,Maximum_Load,17.68,0.0,0.02,93.05,100.0,53100,44.93
Weekday,Wednesday,Maximum_Load,15.48,0.0,0.02,94.19,100.0,54000,43.42
Weekday,Wednesday,Maximum_Load,16.09,0.0,0.02,94.36,100.0,54900,45.86
Weekday,Wednesday,Maximum_Load,13.46,0.0,0.02,94.02,100.0,55800,37.15
Weekday,Wednesday,Maximum_Load,18.25,0.0,0.02,91.21,100.0,56700,40.61
Weekday,Wednesday,Maximum_Load,23.08,0.0,0.02,87.89,100.0,57600,42.52
Weekday,Wednesday,Maximum_Load,30.42,0.0,0.02,85.7,100.0,58500,50.58
Weekday,Wednesday,Maximum_Load,30.96,0.0,0.02,86.09,100.0,59400,52.38
Weekday,Wednesday,Maximum_Load,19.8,0.0,0.02,90.89,100.0,60300,43.16
Weekday,Wednesday,Maximum_Load,29.23,0.0,0.02,87.02,100.0,61200,51.62
Weekday,Wednesday,Medium_Load,36.14,0.0,0.03,85.45,100.0,62100,59.44
Weekday,Wednesday,Medium_Load,26.57,0.0,0.02,88.93,100.0,63000,51.66
Weekday,Wednesday,Medium_Load,14.22,0.0,0.02,94.15,100.0,63900,39.71
Weekday,Wednesday,Medium_Load,17.64,0.76,0.02,90.02,99.98,64800,36.47
Weekday,Wednesday,Medium_Load,0.0,6.73,0.0,100.0,51.09,65700,4.0
Weekday,Wednesday,Medium_Load,0.0,9.9,0.0,100.0,36.24,66600,3.85
Weekday,Wednesday,Medium_Load,0.0,17.42,0.0,100.0,20.83,67500,3.71
Weekday,Wednesday,Medium_Load,0.0,17.53,0.0,100.0,20.49,68400,3.67
Weekday,Wednesday,Medium_Load,0.0,17.78,0.0,100.0,19.84,69300,3.6
Weekday,Wednesday,Medium_Load,0.0,17.89,0.0,100.0,19.73,70200,3.6
Weekday,Wednesday,Medium_Load,0.0,17.57,0.0,100.0,20.29,71100,3.64
Weekday,Wednesday,Medium_Load,0.0,17.42,0.0,100.0,20.45,72000,3.64
Weekday,Wednesday,Medium_Load,0.0,17.06,0.0,100.0,21.03,72900,3.67
Weekday,Wednesday,Medium_Load,0.0,17.14,0.0,100.0,20.77,73800,3.64
Weekday,Wednesday,Medium_Load,0.0,16.85,0.0,100.0,21.12,74700,3.64
Weekday,Wednesday,Medium_Load,0.0,15.44,0.0,100.0,23.36,75600,3.71
Weekday,Wednesday,Medium_Load,0.0,16.09,0.0,100.0,22.47,76500,3.71
Weekday,Wednesday,Medium_Load,0.0,12.2,0.0,100.0,26.18,77400,3.31
Weekday,Wednesday,Medium_Load,0.0,16.2,0.0,100.0,22.49,78300,3.74
Weekday,Wednesday,Medium_Load,0.0,12.31,0.0,100.0,25.97,79200,3.31
Weekday,Wednesday,Medium_Load,6.26,0.04,0.0,42.27,99.99,80100,2.92
Weekday,Wednesday,Medium_Load,6.3,0.0,0.0,42.05,100.0,81000,2.92
Weekday,Wednesday,Medium_Load,6.34,0.0,0.0,41.83,100.0,81900,2.92
Weekday,Wednesday,Medium_Load,6.05,0.0,0.0,43.47,100.0,82800,2.92
Weekday,Wednesday,Light_Load,4.61,0.0,0.0,51.09,100.0,83700,2.74
Weekday,Wednesday,Light_Load,4.46,0.0,0.0,51.79,100.0,84600,2.7
Weekday,Wednesday,Light_Load,4.43,0.0,0.0,51.48,100.0,85500,2.66
Weekday,Wednesday,Light_Load,4.64,0.0,0.0,49.73,100.0,0,2.66
Weekday,Thursday,Light_Load,4.64,0.0,0.0,50.29,100.0,900,2.7
Weekday,Thursday,Light_Load,4.79,0.0,0.0,50.06,100.0,1800,2.77
Weekday,Thursday,Light_Load,6.7,0.0,0.0,44.72,100.0,2700,3.35
Weekday,Thursday,Light_Load,4.97,0.0,0.0,48.68,100.0,3600,2.77
Weekday,Thursday,Light_Load,4.72,0.0,0.0,49.65,100.0,4500,2.7
Weekday,Thursday,Light_Load,4.64,0.0,0.0,50.29,100.0,5400,2.7
Weekday,Thursday,Light_Load,4.43,0.0,0.0,51.48,100.0,6300,2.66
Weekday,Thursday,Light_Load,4.61,0.0,0.0,51.09,100.0,7200,2.74
Weekday,Thursday,Light_Load,4.72,0.0,0.0,49.65,100.0,8100,2.7
Weekday,Thursday,Light_Load,4.75,0.0,0.0,49.42,100.0,9000,2.7
Weekday,Thursday,Light_Load,4.72,0.0,0.0,49.65,100.0,9900,2.7
Weekday,Thursday,Light_Load,5.8,0.0,0.0,47.14,100.0,10800,3.1
Weekday,Thursday,Light_Load,6.48,0.0,0.0,45.92,100.0,11700,3.35
Weekday,Thursday,Light_Load,5.11,0.0,0.0,49.61,100.0,12600,2.92
Weekday,Thursday,Light_Load,4.86,0.0,0.0,48.56,100.0,13500,2.7
Weekday,Thursday,Light_Load,4.79,0.0,0.0,48.55,100.0,14400,2.66
Weekday,Thursday,Light_Load,4.97,0.0,0.0,48.28,100.0,15300,2.74
Weekday,Thursday,Light_Load,5.44,0.0,0.0,47.29,100.0,16200,2.92
Weekday,Thursday,Light_Load,6.3,0.0,0.0,46.18,100.0,17100,3.28
Weekday,Thursday,Light_Load,4.82,0.0,0.0,49.83,100.0,18000,2.77
Weekday,Thursday,Light_Load,4.82,0.0,0.0,48.32,100.0,18900,2.66
Weekday,Thursday,Light_Load,5.0,0.0,0.0,46.97,100.0,19800,2.66
Weekday,Thursday,Light_Load,5.18,0.0,0.0,45.68,100.0,20700,2.66
Weekday,Thursday,Light_Load,5.0,0.0,0.0,46.97,100.0,21600,2.66
Weekday,Thursday,Light_Load,5.0,0.0,0.0,46.97,100.0,22500,2.66
Weekday,Thursday,Light_Load,4.93,0.0,0.0,48.03,100.0,23400,2.7
Weekday,Thursday,Light_Load,4.93,0.0,0.0,47.07,100.0,24300,2.63
Weekday,Thursday,Light_Load,4.97,0.0,0.0,47.19,100.0,25200,2.66
Weekday,Thursday,Light_Load,4.68,0.0,0.0,48.99,100.0,26100,2.63
Weekday,Thursday,Light_Load,4.72,0.0,0.0,49.1,100.0,27000,2.66
Weekday,Thursday,Light_Load,4.54,0.0,0.0,52.63,100.0,27900,2.81
Weekday,Thursday,Light_Load,5.87,0.0,0.0,55.93,100.0,28800,3.96
Weekday,Thursday,Light_Load,33.23,0.0,0.02,72.22,100.0,29700,34.7
Weekday,Thursday,Light_Load,41.8,0.0,0.02,70.43,100.0,30600,41.47
Weekday,Thursday,Light_Load,40.18,0.0,0.02,76.95,100.0,31500,48.42
Weekday,Thursday,Light_Load,18.25,0.0,0.02,91.4,100.0,32400,41.11
Weekday,Thursday,Medium_Load,24.44,0.0,0.02,88.36,100.0,33300,46.12
Weekday,Thursday,Medium_Load,16.34,0.0,0.02,92.1,100.0,34200,38.63
Weekday,Thursday,Medium_Load,16.34,0.0,0.02,91.97,100.0,35100,38.27
Weekday,Thursday,Medium_Load,17.21,0.0,0.02,91.5,100.0,36000,39.02
Weekday,Thursday,Maximum_Load,15.48,0.0,0.02,92.88,100.0,36900,38.81
Weekday,Thursday,Maximum_Load,19.37,0.0,0.02,91.37,100.0,37800,43.56
Weekday,Thursday,Maximum_Load,29.38,0.0,0.02,87.86,100.0,38700,54.04
Weekday,Thursday,Maximum_Load,29.59,0.0,0.03,87.9,100.0,39600,54.54
Weekday,Thursday,Maximum_Load,28.69,0.0,0.02,87.06,100.0,40500,50.76
Weekday,Thursday,Maximum_Load,27.25,0.0,0.02,87.44,100.0,41400,49.1
Weekday,Thursday,Maximum_Load,33.34,0.0,0.03,87.4,100.0,42300,59.98
Weekday,Thursday,Maximum_Load,14.87,0.22,0.02,91.95,100.0,43200,34.78
Weekday,Thursday,Medium_Load,1.33,2.02,0.01,99.88,99.72,44100,26.78
Weekday,Thursday,Medium_Load,0.22,8.68,0.0,99.98,76.0,45000,10.15
Weekday,Thursday,Medium_Load,0.0,10.87,0.0,100.0,31.99,45900,3.67
Weekday,Thursday,Medium_Load,0.0,14.33,0.0,100.0,28.62,46800,4.28
Weekday,Thursday,Maximum_Load,10.76,2.99,0.01,94.59,99.55,47700,31.36
Weekday,Thursday,Maximum_Load,38.63,0.0,0.03,84.55,100.0,48600,61.16
Weekday,Thursday,Maximum_Load,39.85,0.0,0.03,85.04,100.0,49500,64.4
Weekday,Thursday,Maximum_Load,37.04,0.0,0.03,85.84,100.0,50400,61.99
Weekday,Thursday,Maximum_Load,37.37,0.0,0.03,84.93,100.0,51300,60.12
Weekday,Thursday,Maximum_Load,27.86,0.0,0.02,86.87,100.0,52200,48.85
Weekday,Thursday,Maximum_Load,23.51,0.0,0.02,88.83,100.0,53100,45.47
Weekday,Thursday,Maximum_Load,32.8,0.0,0.03,86.01,100.0,54000,55.3
Weekday,Thursday,Maximum_Load,28.08,0.0,0.02,86.37,100.0,54900,48.13
Weekday,Thursday,Maximum_Load,29.92,0.0,0.02,86.59,100.0,55800,51.8
Weekday,Thursday,Maximum_Load,45.43,0.0,0.03,84.06,100.0,56700,70.49
Weekday,Thursday,Maximum_Load,29.02,0.0,0.02,88.2,100.0,57600,54.32
Weekday,Thursday,Maximum_Load,39.46,0.0,0.03,85.56,100.0,58500,65.23
Weekday,Thursday,Maximum_Load,19.3,0.0,0.02,91.29,100.0,59400,43.16
Weekday,Thursday,Maximum_Load,32.83,0.0,0.03,86.43,100.0,60300,56.41
Weekday,Thursday,Maximum_Load,28.84,0.0,0.02,87.17,100.0,61200,51.3
Weekday,Thursday,Medium_Load,29.41,0.0,0.02,86.34,100.0,62100,50.33
Weekday,Thursday,Medium_Load,31.28,0.11,0.03,87.0,100.0,63000,55.19
Weekday,Thursday,Medium_Load,1.44,0.86,0.01,99.88,99.96,63900,29.09
Weekday,Thursday,Medium_Load,6.34,0.47,0.01,97.88,99.99,64800,30.31
Weekday,Thursday,Medium_Load,19.51,0.0,0.02,88.79,100.0,65700,37.66
Weekday,Thursday,Medium_Load,38.88,0.0,0.02,80.53,100.0,66600,52.81
Weekday,Thursday,Medium_Load,20.02,0.0,0.02,89.16,100.0,67500,39.42
Weekday,Thursday,Medium_Load,25.52,0.0,0.02,86.59,100.0,68400,44.17
Weekday,Thursday,Medium_Load,32.72,0.0,0.03,86.78,100.0,69300,57.13
Weekday,Thursday,Medium_Load,34.09,0.0,0.02,84.66,100.0,70200,54.22
Weekday,Thursday,Medium_Load,24.59,0.0,0.02,87.77,100.0,71100,45.04
Weekday,Thursday,Medium_Load,19.69,0.0,0.02,90.19,100.0,72000,41.11
Weekday,Thursday,Medium_Load,15.48,0.0,0.02,93.69,100.0,72900,41.47
Weekday,Thursday,Medium_Load,37.8,0.0,0.03,87.26,100.0,73800,67.54
Weekday,Thursday,Medium_Load,10.62,0.0,0.02,96.23,100.0,74700,37.58
Weekday,Thursday,Medium_Load,1.94,12.24,0.01,98.95,73.53,75600,13.28
Weekday,Thursday,Medium_Load,0.0,17.17,0.0,100.0,23.06,76500,4.07
Weekday,Thursday,Medium_Load,0.0,16.96,0.0,100.0,22.36,77400,3.89
Weekday,Thursday,Medium_Load,0.0,16.67,0.0,100.0,21.89,78300,3.74
Weekday,Thursday,Medium_Load,0.0,16.06,0.0,100.0,22.51,79200,3.71
Weekday,Thursday,Medium_Load,6.84,0.07,0.0,45.86,99.98,80100,3.53
Weekday,Thursday,Medium_Load,7.09,0.0,0.0,44.16,100.0,81000,3.49
Weekday,Thursday,Medium_Load,6.48,0.0,0.0,47.42,100.0,81900,3.49
Weekday,Thursday,Medium_Load,6.55,0.0,0.0,47.44,100.0,82800,3.53
Weekday,Thursday,Light_Load,6.12,0.0,0.0,48.78,100.0,83700,3.42
Weekday,Thursday,Light_Load,6.8,0.0,0.0,44.93,100.0,84600,3.42
Weekday,Thursday,Light_Load,6.48,0.0,0.0,46.25,100.0,85500,3.38
Weekday,Thursday,Light_Load,6.23,0.0,0.0,48.12,100.0,0,3.42
